antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Organic Zucchini'}),frozenset({'Organic Baby Spinach'}),0.04185,0.10275,0.0094,0.22461170848267625,2.1860020290284794,1.0,0.0050999125000000005,1.1571621725731895,0.5662410718350189,0.0695266272189349,0.1358168943802466,0.15804794669875905
frozenset({'Organic Blackberries'}),frozenset({'Organic Raspberries'}),0.0277,0.05995,0.0052,0.18772563176895307,3.1313700044862895,1.0,0.003539385,1.1573060000000002,0.7000421284978521,0.063068526379624,0.135924293142868,0.13723229044661164
frozenset({'Organic Raspberries'}),frozenset({'Organic Blackberries'}),0.05995,0.0277,0.0052,0.08673894912427021,3.1313700044862895,1.0,0.003539385,1.064646301369863,0.7240582538572007,0.063068526379624,0.06072091856862101,0.13723229044661164
frozenset({'Organic Blackberries'}),frozenset({'Organic Strawberries'}),0.0277,0.1097,0.0058,0.20938628158844766,1.908717243285758,1.0,0.0027613099999999995,1.1260872146118721,0.4896512712480538,0.044072948328267476,0.11196931549864951,0.13112887461373157
frozenset({'Organic Strawberries'}),frozenset({'Organic Blackberries'}),0.1097,0.0277,0.0058,0.05287146763901549,1.908717243285758,1.0,0.0027613099999999995,1.0265766121270452,0.534750006778033,0.044072948328267476,0.025888581342194274,0.13112887461373157
frozenset({'Organic Blueberries'}),frozenset({'Organic Raspberries'}),0.04195,0.05995,0.00595,0.14183551847437426,2.3658968886467764,1.0,0.0034350975000000004,1.095419375,0.6026066603250038,0.06201146430432517,0.08710762031208366,0.12054244647655327
frozenset({'Organic Raspberries'}),frozenset({'Organic Blueberries'}),0.05995,0.04195,0.00595,0.09924937447873228,2.3658968886467764,1.0,0.0034350975000000004,1.0636129166666666,0.6141453230406572,0.06201146430432517,0.059808334093974506,0.12054244647655327
frozenset({'Organic Strawberries'}),frozenset({'Organic Blueberries'}),0.1097,0.04195,0.0092,0.08386508659981767,1.9991677377787287,1.0,0.004598084999999999,1.0457520895522388,0.5613746465529449,0.06458406458406457,0.04375041657514501,0.15158689371707212
frozenset({'Organic Blueberries'}),frozenset({'Organic Strawberries'}),0.04195,0.1097,0.0092,0.21930870083432658,1.999167737778729,1.0,0.004598084999999999,1.1403995419847328,0.521676162857979,0.06458406458406457,0.12311434441685563,0.15158689371707212
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Cilantro'}),0.0919,0.029,0.0051,0.05549510337323178,1.9136242542493718,1.0,0.0024349000000000003,1.0280518433179724,0.5257475746603013,0.04404145077720208,0.027286409241227376,0.11567858616937451
frozenset({'Organic Cilantro'}),frozenset({'Organic Hass Avocado'}),0.029,0.0919,0.0051,0.17586206896551723,1.9136242542493715,1.0,0.0024349000000000003,1.1018786610878661,0.4916903939742736,0.04404145077720208,0.09245905623336333,0.11567858616937451
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Cucumber'}),0.0919,0.03295,0.00705,0.07671381936887922,2.3281887517110538,1.0,0.004021895,1.0474000589275192,0.6282144700844489,0.05984719864176571,0.04525497065185794,0.14533718282556252
frozenset({'Organic Cucumber'}),frozenset({'Organic Hass Avocado'}),0.03295,0.0919,0.00705,0.2139605462822458,2.3281887517110538,1.0,0.004021895,1.1552855212355213,0.5899194046674815,0.05984719864176571,0.13441311120168023,0.14533718282556252
frozenset({'Organic Strawberries'}),frozenset({'Organic Cucumber'}),0.1097,0.03295,0.00635,0.05788514129443938,1.7567569436855652,1.0,0.0027353849999999995,1.026467198838897,0.48384734509556626,0.04658840792369772,0.025784748766288588,0.12530068900837293
frozenset({'Organic Cucumber'}),frozenset({'Organic Strawberries'}),0.03295,0.1097,0.00635,0.1927162367223065,1.7567569436855652,1.0,0.0027353849999999995,1.102834022556391,0.44544676215147366,0.04658840792369772,0.09324523949489666,0.12530068900837293
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Gala Apples'}),0.0919,0.03295,0.0053,0.05767138193688792,1.7502695580239127,1.0,0.0022718950000000003,1.0262343533487297,0.4720399008504176,0.04433291509828524,0.025563706051277515,0.10926057715964274
frozenset({'Organic Gala Apples'}),frozenset({'Organic Hass Avocado'}),0.03295,0.0919,0.0053,0.16084977238239756,1.7502695580239127,1.0,0.0022718950000000003,1.082166184448463,0.44326501624762343,0.04433291509828524,0.07592751060719917,0.10926057715964274
frozenset({'Organic Strawberries'}),frozenset({'Organic Gala Apples'}),0.1097,0.03295,0.0055,0.05013673655423883,1.5216005024048203,1.0,0.0018853849999999994,1.018093905950096,0.3850356876640151,0.04010207801676996,0.017772334992232904,0.10852815583402381
frozenset({'Organic Gala Apples'}),frozenset({'Organic Strawberries'}),0.03295,0.1097,0.0055,0.16691957511380878,1.5216005024048203,1.0,0.0018853849999999994,1.068684335154827,0.35447729975417264,0.04010207801676996,0.06426999338853058,0.10852815583402381
frozenset({'Organic Garlic'}),frozenset({'Organic Hass Avocado'}),0.04665,0.0919,0.00735,0.15755627009646303,1.7144316659027534,1.0,0.0030628650000000006,1.0779354961832062,0.43710738609179456,0.05602134146341463,0.07230070487442246,0.11876725365541324
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Garlic'}),0.0919,0.04665,0.00735,0.07997823721436344,1.7144316659027534,1.0,0.0030628650000000006,1.0362254878769959,0.4588881472641915,0.05602134146341463,0.034959078212999886,0.11876725365541324
frozenset({'Organic Garlic'}),frozenset({'Organic Strawberries'}),0.04665,0.1097,0.0073,0.1564844587352626,1.4264763786259123,1.0,0.0021824950000000004,1.0554636594663278,0.31360142424945636,0.04897685340489769,0.052549094389826564,0.1115147908990807
frozenset({'Organic Strawberries'}),frozenset({'Organic Garlic'}),0.1097,0.04665,0.0073,0.06654512306289881,1.4264763786259125,1.0,0.0021824950000000004,1.021313427734375,0.3358103086692342,0.04897685340489769,0.020868645369380406,0.1115147908990807
frozenset({'Organic Garlic'}),frozenset({'Organic Yellow Onion'}),0.04665,0.04745,0.0093,0.19935691318327975,4.2014101829985195,1.0,0.007086457499999999,1.189731124497992,0.7992706534004875,0.10966981132075472,0.15947395221592542,0.19767634911008033
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Garlic'}),0.04745,0.04665,0.0093,0.19599578503688092,4.2014101829985195,1.0,0.007086457499999999,1.1857524901703802,0.7999419215992386,0.10966981132075472,0.1566536791701693,0.19767634911008033
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Garnet Sweet Potato (Yam)'}),0.0919,0.02405,0.0055,0.05984766050054407,2.488468212080835,1.0,0.003289805,1.0380764467592591,0.6586789600664725,0.04979628791308284,0.03667980992934482,0.1442689445953864
frozenset({'Organic Garnet Sweet Potato (Yam)'}),frozenset({'Organic Hass Avocado'}),0.02405,0.0919,0.0055,0.2286902286902287,2.488468212080835,1.0,0.003289805,1.1773479784366576,0.6128862786375979,0.04979628791308284,0.15063344201104362,0.1442689445953864
frozenset({'Organic Grape Tomatoes'}),frozenset({'Organic Hass Avocado'}),0.0343,0.0919,0.00555,0.16180758017492713,1.7606918408588372,1.0,0.0023978300000000005,1.0834027826086956,0.44738680898979133,0.04600082884376296,0.07698224884365944,0.11109965515819262
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Grape Tomatoes'}),0.0919,0.0343,0.00555,0.060391730141458114,1.7606918408588372,1.0,0.0023978300000000005,1.0277687319050377,0.47576416852928255,0.04600082884376296,0.027018463437359547,0.11109965515819262
frozenset({'Organic Grape Tomatoes'}),frozenset({'Organic Strawberries'}),0.0343,0.1097,0.00565,0.16472303206997085,1.5015773206013752,1.0,0.0018872899999999998,1.0658739965095987,0.3458979272223093,0.04083845319840982,0.06180279913509025,0.108113567083299
frozenset({'Organic Strawberries'}),frozenset({'Organic Grape Tomatoes'}),0.1097,0.0343,0.00565,0.05150410209662716,1.5015773206013752,1.0,0.0018872899999999998,1.018138298894762,0.3751922142183355,0.04083845319840982,0.017815162158669528,0.108113567083299
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Large Extra Fancy Fuji Apple'}),0.0919,0.03185,0.0055,0.05984766050054407,1.8790474254487932,1.0,0.0025729849999999994,1.0297799189814814,0.5151585227898409,0.046511627906976744,0.028918721789540944,0.11626605944964408
frozenset({'Organic Large Extra Fancy Fuji Apple'}),frozenset({'Organic Hass Avocado'}),0.03185,0.0919,0.0055,0.17268445839874408,1.8790474254487932,1.0,0.0025729849999999994,1.0976464895635674,0.48320555135614784,0.046511627906976744,0.08895987049746072,0.11626605944964408
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Lemon'}),0.0919,0.03955,0.0102,0.11099020674646357,2.806326339986436,1.0,0.006565355,1.0803593023255813,0.7088010735623398,0.08412371134020619,0.07438201545782036,0.1844457986956085
frozenset({'Organic Lemon'}),frozenset({'Organic Hass Avocado'}),0.03955,0.0919,0.0102,0.2579013906447535,2.806326339986436,1.0,0.006565355,1.2236918228279388,0.6701673745660479,0.08412371134020619,0.18280078256222168,0.1844457986956085
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Raspberries'}),0.0919,0.05995,0.0116,0.12622415669205658,2.1054905203011938,1.0,0.006090594999999999,1.07584800747198,0.578186645857778,0.08270944741532978,0.07050067197708268,0.15985936775386816
frozenset({'Organic Raspberries'}),frozenset({'Organic Hass Avocado'}),0.05995,0.0919,0.0116,0.19349457881567972,2.105490520301194,1.0,0.006090594999999999,1.125968872802482,0.5585354960943015,0.08270944741532978,0.11187598151710133,0.15985936775386816
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Red Onion'}),0.0919,0.02595,0.005,0.054406964091403706,2.0966074794375222,1.0,0.0026151950000000003,1.0300943037974684,0.5759707080717983,0.044306601683650866,0.029215095828144043,0.12354259572585599
frozenset({'Organic Red Onion'}),frozenset({'Organic Hass Avocado'}),0.02595,0.0919,0.005,0.1926782273603083,2.0966074794375222,1.0,0.0026151950000000003,1.1248303102625299,0.5369734613212875,0.044306601683650866,0.1109770150427357,0.12354259572585599
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Strawberries'}),0.0919,0.1097,0.01745,0.1898803046789989,1.7309052386417403,1.0,0.00736857,1.0989734049697784,0.46500123530063237,0.09475970676079283,0.09005987271593723,0.1744752480550874
frozenset({'Organic Strawberries'}),frozenset({'Organic Hass Avocado'}),0.1097,0.0919,0.01745,0.15907019143117593,1.7309052386417403,1.0,0.00736857,1.0798760975609756,0.474298126223188,0.09475970676079283,0.07396783551500488,0.1744752480550874
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Tomato Cluster'}),0.0919,0.0273,0.00555,0.060391730141458114,2.212151287232898,1.0,0.0030411300000000004,1.0352186450492185,0.6034041970612833,0.048834139903211615,0.034020489504943054,0.1318442167190807
frozenset({'Organic Tomato Cluster'}),frozenset({'Organic Hass Avocado'}),0.0273,0.0919,0.00555,0.2032967032967033,2.212151287232898,1.0,0.0030411300000000004,1.1398220689655172,0.5633302676584264,0.048834139903211615,0.1226700840179532,0.1318442167190807
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Hass Avocado'}),0.04745,0.0919,0.00755,0.15911485774499473,1.7313912703481473,1.0,0.0031893450000000005,1.0799334586466167,0.4434725750086645,0.057283763277693474,0.07401702207355439,0.12063468676150715
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Yellow Onion'}),0.0919,0.04745,0.00755,0.08215451577801959,1.7313912703481473,1.0,0.0031893450000000005,1.0378108476585655,0.4651798274688948,0.057283763277693474,0.0364332746606683,0.12063468676150715
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Zucchini'}),0.0919,0.04185,0.0078,0.08487486398258977,2.0280732134430055,1.0,0.003953985,1.047015279429251,0.5582217309174693,0.06192933703850735,0.04490410059238091,0.135627396149001
frozenset({'Organic Zucchini'}),frozenset({'Organic Hass Avocado'}),0.04185,0.0919,0.0078,0.1863799283154122,2.0280732134430055,1.0,0.003953985,1.1161229074889867,0.5290624159538213,0.06192933703850735,0.10404132619250325,0.135627396149001
frozenset({'Organic Strawberries'}),frozenset({'Organic Kiwi'}),0.1097,0.0214,0.00505,0.04603463992707384,2.151151398461394,1.0,0.0027024199999999996,1.0258234113712374,0.6010700587075443,0.040063466878222924,0.02517334960870002,0.1410079741691444
frozenset({'Organic Kiwi'}),frozenset({'Organic Strawberries'}),0.0214,0.1097,0.00505,0.23598130841121495,2.151151398461394,1.0,0.0027024199999999996,1.165285626911315,0.5468349410048301,0.040063466878222924,0.1418412989006121,0.1410079741691444
frozenset({'Organic Strawberries'}),frozenset({'Organic Large Extra Fancy Fuji Apple'}),0.1097,0.03185,0.00635,0.05788514129443938,1.81742986795728,1.0,0.0028560549999999993,1.0276347847121432,0.5051920037570278,0.046967455621301765,0.026891640029374966,0.1286285989046765
frozenset({'Organic Large Extra Fancy Fuji Apple'}),frozenset({'Organic Strawberries'}),0.03185,0.1097,0.00635,0.19937205651491363,1.81742986795728,1.0,0.0028560549999999993,1.112002156862745,0.4645689623972337,0.046967455621301765,0.1007211687239286,0.1286285989046765
frozenset({'Organic Strawberries'}),frozenset({'Organic Lemon'}),0.1097,0.03955,0.00725,0.06608933454876938,1.671032479109213,1.0,0.002911365,1.0284174231332357,0.45104749658193477,0.05105633802816902,0.027632187567046045,0.12470079875352502
frozenset({'Organic Lemon'}),frozenset({'Organic Strawberries'}),0.03955,0.1097,0.00725,0.18331226295828065,1.6710324791092128,1.0,0.002911365,1.0901351393188854,0.41810358291102767,0.05105633802816902,0.08268253730010182,0.12470079875352502
frozenset({'Organic Strawberries'}),frozenset({'Organic Raspberries'}),0.1097,0.05995,0.01325,0.12078395624430263,2.014744891481278,1.0,0.006673484999999999,1.069191135303266,0.5657185727092203,0.08471867007672633,0.06471353251880499,0.17090073541989942
frozenset({'Organic Raspberries'}),frozenset({'Organic Strawberries'}),0.05995,0.1097,0.01325,0.22101751459549623,2.0147448914812784,1.0,0.006673484999999999,1.1429011777301927,0.5357792088538044,0.08471867007672633,0.1250337129007034,0.17090073541989942
frozenset({'Organic Tomato Cluster'}),frozenset({'Organic Strawberries'}),0.0273,0.1097,0.00545,0.19963369963369962,1.8198149465241533,1.0,0.00245519,1.1123656750572082,0.46313722420237624,0.04142911440516914,0.10101505069493386,0.1246573238369045
frozenset({'Organic Strawberries'}),frozenset({'Organic Tomato Cluster'}),0.1097,0.0273,0.00545,0.049680948040109384,1.819814946524153,1.0,0.00245519,1.0235509832134293,0.5060019970590266,0.04142911440516914,0.02300909637103874,0.1246573238369045
frozenset({'Organic Strawberries'}),frozenset({'Organic Whole Milk'}),0.1097,0.0569,0.00965,0.08796718322698269,1.5459961902808907,1.0,0.00340807,1.0340636681659172,0.39668412405668696,0.061484549219496656,0.03294155786977276,0.1287814826503982
frozenset({'Organic Whole Milk'}),frozenset({'Organic Strawberries'}),0.0569,0.1097,0.00965,0.16959578207381373,1.5459961902808907,1.0,0.00340807,1.0721284656084658,0.3744755335040487,0.061484549219496656,0.06727595425565959,0.1287814826503982
frozenset({'Organic Whole String Cheese'}),frozenset({'Organic Strawberries'}),0.02655,0.1097,0.00625,0.2354048964218456,2.145896959178173,1.0,0.003337465,1.1644071428571428,0.5485586316708613,0.04807692307692308,0.14119386321671973,0.14618923034401304
frozenset({'Organic Strawberries'}),frozenset({'Organic Whole String Cheese'}),0.1097,0.02655,0.00625,0.05697356426618049,2.145896959178173,1.0,0.003337465,1.0322616239729339,0.5997915309446255,0.04807692307692308,0.03125334045526785,0.14618923034401304
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Strawberries'}),0.04745,0.1097,0.0074,0.1559536354056902,1.4216375150928915,1.0,0.0021947349999999997,1.0547998751560548,0.31135983498064224,0.04941569282136894,0.051952864658755704,0.11170516774842396
frozenset({'Organic Strawberries'}),frozenset({'Organic Yellow Onion'}),0.1097,0.04745,0.0074,0.0674567000911577,1.4216375150928915,1.0,0.0021947349999999997,1.0214539100684261,0.3331301929808051,0.04941569282136894,0.02100330700872154,0.11170516774842396
frozenset({'Organic Strawberries'}),frozenset({'Organic Zucchini'}),0.1097,0.04185,0.00605,0.055150410209662715,1.317811474543912,1.0,0.001459055,1.0140767486734201,0.2708818552201273,0.041580756013745696,0.013881344475982587,0.09985716448356494
frozenset({'Organic Zucchini'}),frozenset({'Organic Strawberries'}),0.04185,0.1097,0.00605,0.14456391875746716,1.317811474543912,1.0,0.001459055,1.0407557262569833,0.25169975025046115,0.041580756013745696,0.03915974251091447,0.09985716448356494
frozenset({'Organic Strawberries'}),frozenset({'Original Hummus'}),0.1097,0.0317,0.0059,0.053783044667274384,1.696626014740517,1.0,0.0024225099999999997,1.023338246628131,0.4611871450682211,0.04354243542435424,0.0228059946992403,0.11995145924215454
frozenset({'Original Hummus'}),frozenset({'Organic Strawberries'}),0.0317,0.1097,0.0059,0.1861198738170347,1.6966260147405168,1.0,0.0024225099999999997,1.0938957364341084,0.42403688449265436,0.04354243542435424,0.08583609324613581,0.11995145924215454
frozenset({'Strawberries'}),frozenset({'Raspberries'}),0.0625,0.0238,0.00585,0.0936,3.9327731092436973,1.0,0.0043625,1.077007943512798,0.7954415954415954,0.07271597265382225,0.07150174144642492,0.16969915966386553
frozenset({'Raspberries'}),frozenset({'Strawberries'}),0.0238,0.0625,0.00585,0.24579831932773108,3.9327731092436973,1.0,0.0043625,1.2430362116991645,0.7639074940857363,0.07271597265382225,0.19551820728291316,0.16969915966386553
"frozenset({'Organic Hass Avocado', 'Bag of Organic Bananas'})",frozenset({'Organic Raspberries'}),0.0261,0.05995,0.00555,0.21264367816091953,3.547017150307248,1.0,0.003985305,1.1939321167883212,0.7373169452438371,0.06894409937888199,0.16243144317953248,0.15261041289196936
"frozenset({'Organic Hass Avocado', 'Organic Raspberries'})",frozenset({'Bag of Organic Bananas'}),0.0116,0.16505,0.00555,0.478448275862069,2.898808093681121,1.0,0.0036354200000000003,1.600895867768595,0.6627181613017308,0.032437171244886036,0.3753497525146045,0.256037224874385
"frozenset({'Bag of Organic Bananas', 'Organic Raspberries'})",frozenset({'Organic Hass Avocado'}),0.0184,0.0919,0.00555,0.3016304347826087,3.2821592468183756,1.0,0.00385904,1.3003143968871596,0.7083562780384296,0.05298329355608592,0.23095521945007016,0.1810110824620334
frozenset({'Organic Hass Avocado'}),"frozenset({'Bag of Organic Bananas', 'Organic Raspberries'})",0.0919,0.0184,0.00555,0.060391730141458114,3.282159246818376,1.0,0.00385904,1.044690677475391,0.7656893761948271,0.05298329355608592,0.042778861187304514,0.1810110824620334
frozenset({'Bag of Organic Bananas'}),"frozenset({'Organic Hass Avocado', 'Organic Raspberries'})",0.16505,0.0116,0.00555,0.033626173886701,2.898808093681121,1.0,0.0036354200000000003,1.0227926018808777,0.7845147980485426,0.032437171244886036,0.02228467612980676,0.256037224874385
frozenset({'Organic Raspberries'}),"frozenset({'Organic Hass Avocado', 'Bag of Organic Bananas'})",0.05995,0.0261,0.00555,0.09257714762301918,3.547017150307248,1.0,0.003985305,1.0732592830882353,0.7638667868442879,0.06894409937888199,0.06825869968479226,0.15261041289196936
"frozenset({'Organic Hass Avocado', 'Bag of Organic Bananas'})",frozenset({'Organic Strawberries'}),0.0261,0.1097,0.0057,0.21839080459770113,1.9908004065423985,1.0,0.00283683,1.1390602941176469,0.5110272858447588,0.04381245196003075,0.12208334785768969,0.13517534760422886
"frozenset({'Organic Hass Avocado', 'Organic Strawberries'})",frozenset({'Bag of Organic Bananas'}),0.01745,0.16505,0.0057,0.32664756446991405,1.9790824869428298,1.0,0.0028198775000000003,1.239989574468085,0.5035014512006443,0.03223981900452489,0.19354160664700168,0.18059127693353322
"frozenset({'Bag of Organic Bananas', 'Organic Strawberries'})",frozenset({'Organic Hass Avocado'}),0.0256,0.0919,0.0057,0.22265625,2.422810119695321,1.0,0.00334736,1.1682090452261307,0.602684873102296,0.050983899821109124,0.1439888228168704,0.14234009453210011
frozenset({'Organic Hass Avocado'}),"frozenset({'Bag of Organic Bananas', 'Organic Strawberries'})",0.0919,0.0256,0.0057,0.06202393906420022,2.422810119695321,1.0,0.00334736,1.038832482598608,0.646686642826646,0.050983899821109124,0.03738088984421204,0.14234009453210011
frozenset({'Bag of Organic Bananas'}),"frozenset({'Organic Hass Avocado', 'Organic Strawberries'})",0.16505,0.01745,0.0057,0.034534989397152376,1.9790824869428296,1.0,0.0028198775000000003,1.0176961248823346,0.5925089536824877,0.03223981900452489,0.01738841727866508,0.18059127693353322
frozenset({'Organic Strawberries'}),"frozenset({'Organic Hass Avocado', 'Bag of Organic Bananas'})",0.1097,0.0261,0.0057,0.05195989061075661,1.9908004065423985,1.0,0.00283683,1.0272772115384614,0.5590132244010002,0.04381245196003075,0.02655292187160551,0.13517534760422886
